# Provided by Miguel Escudero, Greg Jackson, Stefan Sandner and Mikko Laine, to appear
# columns:
# m_e/T_ga,   fa1,   fa2,   fa3,   fa4,   fs1,   fs2,   fs3,   fs4,   fn1,   fn2,   fn3,   fn4
 4.8400e+01   +1.5633e-34   +2.9866e-34   +1.4214e-34   +2.7153e-34   +1.4706e-19   -1.6755e-19   +2.4355e-312   +3.0326e-312   +1.4191e-35   +2.7124e-35   +1.3046e-35   +2.4934e-35
 4.8500e+01   +1.2967e-34   +2.4770e-34   +1.1793e-34   +2.2525e-34   +1.3335e-19   -1.5196e-19   +2.4355e-312   +3.0326e-312   +1.1745e-35   +2.2451e-35   +1.0799e-35   +2.0642e-35
 4.8600e+01   +1.0751e-34   +2.0544e-34   +9.7793e-35   +1.8685e-34   +1.2092e-19   -1.3781e-19   +2.4355e-312   +3.0326e-312   +9.7202e-36   +1.8583e-35   +8.9389e-36   +1.7089e-35
 4.8700e+01   +8.9156e-35   +1.7038e-34   +8.1111e-35   +1.5500e-34   +1.0965e-19   -1.2498e-19   +2.4355e-312   +3.0326e-312   +8.0444e-36   +1.5381e-35   +7.3991e-36   +1.4146e-35
 4.8800e+01   +7.3931e-35   +1.4130e-34   +6.7273e-35   +1.2857e-34   +9.9423e-20   -1.1335e-19   +2.4355e-312   +3.0326e-312   +6.6574e-36   +1.2730e-35   +6.1244e-36   +1.1711e-35
 4.8900e+01   +6.1304e-35   +1.1718e-34   +5.5795e-35   +1.0664e-34   +9.0154e-20   -1.0280e-19   +2.4355e-312   +3.0326e-312   +5.5094e-36   +1.0536e-35   +5.0692e-36   +9.6939e-36
 4.9000e+01   +5.0833e-35   +9.7174e-35   +4.6274e-35   +8.8453e-35   +8.1748e-20   -9.3225e-20   +2.4355e-312   +3.0326e-312   +4.5592e-36   +8.7201e-36   +4.1957e-36   +8.0243e-36
 4.9100e+01   +4.2149e-35   +8.0582e-35   +3.8376e-35   +7.3365e-35   +7.4126e-20   -8.4544e-20   +2.4355e-312   +3.0326e-312   +3.7729e-36   +7.2168e-36   +3.4726e-36   +6.6422e-36
 4.9200e+01   -2.3363e-34   +6.6822e-35   -2.3675e-34   +6.0849e-35   +6.7214e-20   -7.6672e-20   +2.4355e-312   +3.0326e-312   +3.1221e-36   +5.9726e-36   +2.8741e-36   +5.4980e-36
 4.9300e+01   -6.2698e-36   +5.5410e-35   -5.7054e-36   +5.0467e-35   +6.0947e-20   -6.9532e-20   +2.4355e-312   +3.0326e-312   -5.6444e-37   +4.9428e-36   -5.1925e-37   +4.5508e-36
 4.9400e+01   +9.0922e-36   +1.7376e-35   +8.2850e-36   +1.5833e-35   +5.5263e-20   -6.3057e-20   +2.4355e-312   +3.0326e-312   +8.0725e-37   +1.5429e-36   +7.4353e-37   +1.4211e-36
 4.9500e+01   +7.5415e-36   +1.4414e-35   +6.8732e-36   +1.3137e-35   +5.0110e-20   -5.7185e-20   +2.4355e-312   +3.0326e-312   +6.6825e-37   +1.2774e-36   +6.1561e-37   +1.1767e-36
 4.9600e+01   +6.2551e-36   +1.1956e-35   +5.7019e-36   +1.0899e-35   +4.5436e-20   -5.1859e-20   +2.4355e-312   +3.0326e-312   +5.5317e-37   +1.0575e-36   +5.0968e-37   +9.7435e-37
 4.9700e+01   +5.1880e-36   +9.9176e-36   +4.7301e-36   +9.0422e-36   +4.1199e-20   -4.7029e-20   +2.4355e-312   +3.0326e-312   +4.5790e-37   +8.7545e-37   +4.2197e-37   +8.0675e-37
 4.9800e+01   +4.3028e-36   +8.2262e-36   +3.9238e-36   +7.5015e-36   +3.7356e-20   -4.2649e-20   +2.4355e-312   +3.0326e-312   +3.7902e-37   +7.2476e-37   +3.4934e-37   +6.6800e-37
 4.9900e+01   +3.5688e-36   +6.8220e-36   +3.2550e-36   +6.2221e-36   +3.3872e-20   -3.8676e-20   +2.4355e-312   +3.0326e-312   +3.1374e-37   +5.9994e-37   +2.8922e-37   +5.5305e-37
